IMG\center_2020_05_11_23_17_18_564.jpg,IMG\left_2020_05_11_23_17_18_564.jpg,IMG\right_2020_05_11_23_17_18_564.jpg,0,0,0,5.58E-06
IMG\center_2020_05_11_23_17_18_649.jpg,IMG\left_2020_05_11_23_17_18_649.jpg,IMG\right_2020_05_11_23_17_18_649.jpg,0,0,0,4.59E-06
IMG\center_2020_05_11_23_17_18_736.jpg,IMG\left_2020_05_11_23_17_18_736.jpg,IMG\right_2020_05_11_23_17_18_736.jpg,0,0,0,1.02E-06
IMG\center_2020_05_11_23_17_18_819.jpg,IMG\left_2020_05_11_23_17_18_819.jpg,IMG\right_2020_05_11_23_17_18_819.jpg,0,0,0,2.05E-06
IMG\center_2020_05_11_23_17_18_903.jpg,IMG\left_2020_05_11_23_17_18_903.jpg,IMG\right_2020_05_11_23_17_18_903.jpg,0,0,0,1.00E-06
IMG\center_2020_05_11_23_17_18_987.jpg,IMG\left_2020_05_11_23_17_18_987.jpg,IMG\right_2020_05_11_23_17_18_987.jpg,0,0,0,2.88E-06
IMG\center_2020_05_11_23_17_19_071.jpg,IMG\left_2020_05_11_23_17_19_071.jpg,IMG\right_2020_05_11_23_17_19_071.jpg,0,0,0,2.32E-06
IMG\center_2020_05_11_23_17_19_155.jpg,IMG\left_2020_05_11_23_17_19_155.jpg,IMG\right_2020_05_11_23_17_19_155.jpg,0,0,0,3.91E-06
IMG\center_2020_05_11_23_17_19_237.jpg,IMG\left_2020_05_11_23_17_19_237.jpg,IMG\right_2020_05_11_23_17_19_237.jpg,0,0,0,4.84E-06
IMG\center_2020_05_11_23_17_19_322.jpg,IMG\left_2020_05_11_23_17_19_322.jpg,IMG\right_2020_05_11_23_17_19_322.jpg,0,0,0,2.95E-06
IMG\center_2020_05_11_23_17_19_406.jpg,IMG\left_2020_05_11_23_17_19_406.jpg,IMG\right_2020_05_11_23_17_19_406.jpg,0,0,0,3.61E-06
IMG\center_2020_05_11_23_17_19_491.jpg,IMG\left_2020_05_11_23_17_19_491.jpg,IMG\right_2020_05_11_23_17_19_491.jpg,0,0,0,1.23E-06
IMG\center_2020_05_11_23_17_19_577.jpg,IMG\left_2020_05_11_23_17_19_577.jpg,IMG\right_2020_05_11_23_17_19_577.jpg,0,0,0,4.14E-06
IMG\center_2020_05_11_23_17_19_660.jpg,IMG\left_2020_05_11_23_17_19_660.jpg,IMG\right_2020_05_11_23_17_19_660.jpg,0,0,0,3.61E-06
IMG\center_2020_05_11_23_17_19_742.jpg,IMG\left_2020_05_11_23_17_19_742.jpg,IMG\right_2020_05_11_23_17_19_742.jpg,0,0,0,1.07E-06
IMG\center_2020_05_11_23_17_19_829.jpg,IMG\left_2020_05_11_23_17_19_829.jpg,IMG\right_2020_05_11_23_17_19_829.jpg,0,0,0,3.87E-06
IMG\center_2020_05_11_23_17_19_914.jpg,IMG\left_2020_05_11_23_17_19_914.jpg,IMG\right_2020_05_11_23_17_19_914.jpg,0,0,0,1.04E-06
IMG\center_2020_05_11_23_17_19_998.jpg,IMG\left_2020_05_11_23_17_19_998.jpg,IMG\right_2020_05_11_23_17_19_998.jpg,0,0,0,3.91E-06
IMG\center_2020_05_11_23_17_20_082.jpg,IMG\left_2020_05_11_23_17_20_082.jpg,IMG\right_2020_05_11_23_17_20_082.jpg,0,0,0,3.94E-06
IMG\center_2020_05_11_23_17_20_163.jpg,IMG\left_2020_05_11_23_17_20_163.jpg,IMG\right_2020_05_11_23_17_20_163.jpg,0,0,0,3.94E-06
IMG\center_2020_05_11_23_17_20_246.jpg,IMG\left_2020_05_11_23_17_20_246.jpg,IMG\right_2020_05_11_23_17_20_246.jpg,0,0,0,3.87E-06
IMG\center_2020_05_11_23_17_20_332.jpg,IMG\left_2020_05_11_23_17_20_332.jpg,IMG\right_2020_05_11_23_17_20_332.jpg,0,0,0,1.23E-06
IMG\center_2020_05_11_23_17_20_414.jpg,IMG\left_2020_05_11_23_17_20_414.jpg,IMG\right_2020_05_11_23_17_20_414.jpg,0,0,0,3.94E-06
IMG\center_2020_05_11_23_17_20_494.jpg,IMG\left_2020_05_11_23_17_20_494.jpg,IMG\right_2020_05_11_23_17_20_494.jpg,0,0,0,3.87E-06
IMG\center_2020_05_11_23_17_20_575.jpg,IMG\left_2020_05_11_23_17_20_575.jpg,IMG\right_2020_05_11_23_17_20_575.jpg,0,0,0,1.39E-06
IMG\center_2020_05_11_23_17_20_658.jpg,IMG\left_2020_05_11_23_17_20_658.jpg,IMG\right_2020_05_11_23_17_20_658.jpg,0,0,0,3.81E-06
IMG\center_2020_05_11_23_25_32_142.jpg,IMG\left_2020_05_11_23_25_32_142.jpg,IMG\right_2020_05_11_23_25_32_142.jpg,0,0,0,15.75508
IMG\center_2020_05_11_23_25_32_246.jpg,IMG\left_2020_05_11_23_25_32_246.jpg,IMG\right_2020_05_11_23_25_32_246.jpg,0,0,0,15.07945
IMG\center_2020_05_11_23_25_32_346.jpg,IMG\left_2020_05_11_23_25_32_346.jpg,IMG\right_2020_05_11_23_25_32_346.jpg,0,0,0,15.44804
IMG\center_2020_05_11_23_25_32_452.jpg,IMG\left_2020_05_11_23_25_32_452.jpg,IMG\right_2020_05_11_23_25_32_452.jpg,0,0,0,15.26638
IMG\center_2020_05_11_23_25_32_556.jpg,IMG\left_2020_05_11_23_25_32_556.jpg,IMG\right_2020_05_11_23_25_32_556.jpg,0,0,0,14.60244
IMG\center_2020_05_11_23_25_32_661.jpg,IMG\left_2020_05_11_23_25_32_661.jpg,IMG\right_2020_05_11_23_25_32_661.jpg,0,0,0,14.96822
IMG\center_2020_05_11_23_25_32_766.jpg,IMG\left_2020_05_11_23_25_32_766.jpg,IMG\right_2020_05_11_23_25_32_766.jpg,0,0,0,14.31209
IMG\center_2020_05_11_23_25_32_866.jpg,IMG\left_2020_05_11_23_25_32_866.jpg,IMG\right_2020_05_11_23_25_32_866.jpg,0,0,0,14.6746
IMG\center_2020_05_11_23_25_32_973.jpg,IMG\left_2020_05_11_23_25_32_973.jpg,IMG\right_2020_05_11_23_25_32_973.jpg,0,0,0,14.50639
IMG\center_2020_05_11_23_25_33_078.jpg,IMG\left_2020_05_11_23_25_33_078.jpg,IMG\right_2020_05_11_23_25_33_078.jpg,0,0,0,13.88549
IMG\center_2020_05_11_23_25_33_183.jpg,IMG\left_2020_05_11_23_25_33_183.jpg,IMG\right_2020_05_11_23_25_33_183.jpg,0,0,0,14.22909
IMG\center_2020_05_11_23_25_33_285.jpg,IMG\left_2020_05_11_23_25_33_285.jpg,IMG\right_2020_05_11_23_25_33_285.jpg,0,0,0,13.49528
IMG\center_2020_05_11_23_25_33_392.jpg,IMG\left_2020_05_11_23_25_33_392.jpg,IMG\right_2020_05_11_23_25_33_392.jpg,0,0,0,13.43554
IMG\center_2020_05_11_23_25_33_505.jpg,IMG\left_2020_05_11_23_25_33_505.jpg,IMG\right_2020_05_11_23_25_33_505.jpg,0,0,0,13.74289
IMG\center_2020_05_11_23_25_33_608.jpg,IMG\left_2020_05_11_23_25_33_608.jpg,IMG\right_2020_05_11_23_25_33_608.jpg,0,0,0,13.02721
