IMG\center_2020_05_11_23_45_51_676.jpg,IMG\left_2020_05_11_23_45_51_676.jpg,IMG\right_2020_05_11_23_45_51_676.jpg,0,0,0,1.66E-05
IMG\center_2020_05_11_23_45_51_772.jpg,IMG\left_2020_05_11_23_45_51_772.jpg,IMG\right_2020_05_11_23_45_51_772.jpg,0,0,0,7.91E-05
IMG\center_2020_05_11_23_45_51_885.jpg,IMG\left_2020_05_11_23_45_51_885.jpg,IMG\right_2020_05_11_23_45_51_885.jpg,0,0,0,0.000105455
IMG\center_2020_05_11_23_45_51_984.jpg,IMG\left_2020_05_11_23_45_51_984.jpg,IMG\right_2020_05_11_23_45_51_984.jpg,0,0,0,0.000131369
IMG\center_2020_05_11_23_45_52_074.jpg,IMG\left_2020_05_11_23_45_52_074.jpg,IMG\right_2020_05_11_23_45_52_074.jpg,0,0,0,0.000152027
IMG\center_2020_05_11_23_45_52_165.jpg,IMG\left_2020_05_11_23_45_52_165.jpg,IMG\right_2020_05_11_23_45_52_165.jpg,0,0,0,0.000171622
IMG\center_2020_05_11_23_45_52_254.jpg,IMG\left_2020_05_11_23_45_52_254.jpg,IMG\right_2020_05_11_23_45_52_254.jpg,0,0,0,0.000221956
IMG\center_2020_05_11_23_45_52_345.jpg,IMG\left_2020_05_11_23_45_52_345.jpg,IMG\right_2020_05_11_23_45_52_345.jpg,0,0,0,3.44E-05
IMG\center_2020_05_11_23_45_52_434.jpg,IMG\left_2020_05_11_23_45_52_434.jpg,IMG\right_2020_05_11_23_45_52_434.jpg,0,0,0,2.51E-05
IMG\center_2020_05_11_23_45_52_527.jpg,IMG\left_2020_05_11_23_45_52_527.jpg,IMG\right_2020_05_11_23_45_52_527.jpg,0,0,0,1.46E-05
IMG\center_2020_05_11_23_45_52_617.jpg,IMG\left_2020_05_11_23_45_52_617.jpg,IMG\right_2020_05_11_23_45_52_617.jpg,0,0,0,3.75E-06
IMG\center_2020_05_11_23_45_52_717.jpg,IMG\left_2020_05_11_23_45_52_717.jpg,IMG\right_2020_05_11_23_45_52_717.jpg,0,0,0,9.55E-05
IMG\center_2020_05_11_23_45_52_820.jpg,IMG\left_2020_05_11_23_45_52_820.jpg,IMG\right_2020_05_11_23_45_52_820.jpg,0,0,0,0.000117097
IMG\center_2020_05_11_23_45_52_917.jpg,IMG\left_2020_05_11_23_45_52_917.jpg,IMG\right_2020_05_11_23_45_52_917.jpg,0,0,0,0.000150131
