/root/Desktop/IMG/center_2020_05_09_03_04_46_569.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_569.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_569.jpg,0,0,0,2.358615
/root/Desktop/IMG/center_2020_05_09_03_04_46_636.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_636.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_636.jpg,0,0,0,2.345163
/root/Desktop/IMG/center_2020_05_09_03_04_46_712.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_712.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_712.jpg,0,0,0,2.327353
/root/Desktop/IMG/center_2020_05_09_03_04_46_788.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_788.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_788.jpg,0,0,0,2.309688
/root/Desktop/IMG/center_2020_05_09_03_04_46_860.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_860.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_860.jpg,0,0,0,2.292164
/root/Desktop/IMG/center_2020_05_09_03_04_46_930.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_930.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_930.jpg,0,0,0,2.279114
/root/Desktop/IMG/center_2020_05_09_03_04_46_999.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_46_999.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_46_999.jpg,0,0,0,2.261837
/root/Desktop/IMG/center_2020_05_09_03_04_47_071.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_071.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_071.jpg,0,0,0,2.24897
/root/Desktop/IMG/center_2020_05_09_03_04_47_140.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_140.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_140.jpg,0,0,0,2.231936
/root/Desktop/IMG/center_2020_05_09_03_04_47_214.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_214.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_214.jpg,0,0,0,2.219249
/root/Desktop/IMG/center_2020_05_09_03_04_47_285.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_285.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_285.jpg,0,0,0,2.202453
/root/Desktop/IMG/center_2020_05_09_03_04_47_357.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_357.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_357.jpg,0,0,0,2.189945
/root/Desktop/IMG/center_2020_05_09_03_04_47_428.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_428.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_428.jpg,0,0,0,2.173385
/root/Desktop/IMG/center_2020_05_09_03_04_47_500.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_500.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_500.jpg,0,0,0,2.156958
/root/Desktop/IMG/center_2020_05_09_03_04_47_573.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_573.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_573.jpg,0,0,0,2.144724
/root/Desktop/IMG/center_2020_05_09_03_04_47_645.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_645.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_645.jpg,0,0,0,2.128528
/root/Desktop/IMG/center_2020_05_09_03_04_47_717.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_717.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_717.jpg,0,0,0,2.116466
/root/Desktop/IMG/center_2020_05_09_03_04_47_789.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_789.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_789.jpg,0,0,0,2.100496
/root/Desktop/IMG/center_2020_05_09_03_04_47_859.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_859.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_859.jpg,0,0,0,2.084655
/root/Desktop/IMG/center_2020_05_09_03_04_47_932.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_47_932.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_47_932.jpg,0,0,0,2.072858
/root/Desktop/IMG/center_2020_05_09_03_04_48_007.jpg,/root/Desktop/IMG/left_2020_05_09_03_04_48_007.jpg,/root/Desktop/IMG/right_2020_05_09_03_04_48_007.jpg,0,0,0,2.057239
